Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,3/15/2024,INZ031414584,"3,331",23.8,12044437.00,361.00,1194858.00,,46011423.00,1888358.00,,,,,,5.00,,,,8.00,,,,64035.00,,0
Que Hay Amor,Que Hay Amor,Cris Mj,04-04-2024,QM6MZ2424574,"3,322",23.8,30160112.00,2429.00,15875714.00,73.00,22379808.00,224346.00,,,,24278649.00,2.00,2.00,,1.00,103424.00,1.00,296277.00,53.00,,34074.00,,1
Boogieman,Boogieman,EBK Jaaybo,4/24/2024,QZWA32200518,"3,321",23.8,21255642.00,3519.00,34773501.00,73.00,5828561.00,86906.00,,,,,8.00,1.00,4.00,3.00,32708.00,4.00,173780.00,826.00,,125336.00,,1
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,05-02-2023,FRX452361306,"3,338",23.8,7900402.00,4782.00,367497.00,1.00,146296974.00,819226.00,258850.00,16582173.00,215446483.00,306023843.00,7.00,12.00,,,,,,,,998296.00,,0
Overcompensate (edit),Overcompensate,Twenty One Pilots,2/29/2024,USAT22401064,"3,339",23.8,12478109.00,1427.00,5707433.00,,19304985.00,561923.00,,,,20753976.00,19.00,27143.00,3.00,8.00,331307.00,2.00,1028710.00,166.00,,179749.00,,0
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,03-04-2024,TCAHZ2460573,"3,336",23.8,200302.00,12.00,597.00,,57962118.00,45667.00,,,,,,,,,,,,,,450.00,,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/2020,QZES82074435,"3,320",23.8,312678365.00,67390.00,12125007.00,56.00,68518582.00,1252622.00,1540013.00,271840657.00,2130678972.00,60449.00,44.00,34306.00,,22.00,34948.00,12.00,14695763.00,7615.00,9056107.00,2434937.00,,1
Privileged Rappers,Her Loss,Drake,11-04-2022,USUG12208602,"3,330",23.8,167840439.00,54445.00,11034203.00,64.00,25641544.00,341459.00,11619.00,6189301.00,52937881.00,1826933.00,6.00,24.00,118.00,,,,17826325.00,2084.00,,420954.00,,1
Beautiful As You,Beautiful As You,Thomas Rhett,05-10-2024,QZRD92405047,"3,316",23.8,9327924.00,878.00,21394629.00,72.00,875363.00,15615.00,,,,,14.00,8050.00,23.00,,,30.00,4571242.00,391.00,,41301.00,,0
Umbrella,Good Girl Gone Bad,Rihanna,01-01-2007,USUM70736771,"3,340",23.8,1535595924.00,236327.00,123654318.00,77.00,1266946594.00,7227133.00,14079.00,13327525.00,123440263.00,168343059.00,249.00,262819.00,139.00,108.00,2095700.00,75.00,,,12036328.00,166195.00,,0
Candy,Candy,Doja Cat,3/23/2018,USRC11801164,"3,323",23.8,404872050.00,55578.00,17796199.00,72.00,89852977.00,1063400.00,3688018.00,295279928.00,3235980364.00,4134052.00,18.00,970.00,,12.00,139821.00,5.00,18176427.00,44010.00,17046120.00,2475830.00,,1
All I Need,Javari,Tyler Antonius,03-11-2024,QZS8H2110965,"3,318",23.8,168663071.00,184.00,114412.00,,,,,,,,,,,,,,,,,1875653.00,,1
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,USUM72306021,"3,326",23.8,106740885.00,16395.00,7898986.00,66.00,4758436.00,46227.00,1657.00,748350.00,12122087.00,5692276.00,10.00,48065.00,407.00,19.00,334708.00,14.00,26114309.00,1897.00,401556.00,432706.00,,1
Baddies,Baddies - Single,Aitch,06-06-2024,QM6MZ2489483,"3,315",23.8,5698784.00,846.00,15037150.00,67.00,,,,,,,21.00,221.00,,6.00,2866896.00,36.00,,,32892.00,11519.00,,1
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/2021,USUG12100193,"3,335",23.8,479276199.00,61386.00,12336155.00,60.00,228278348.00,3170402.00,97508.00,25648300.00,303099826.00,53842839.00,95.00,34379.00,135.00,30.00,592380.00,58.00,29045490.00,7860.00,,1495399.00,,0
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,01-01-2013,USCM51300136,"3,317",23.8,773746724.00,52272.00,8515549.00,27.00,121852617.00,1286777.00,61790.00,18974621.00,123125094.00,3396.00,20.00,,,,,1.00,1199048660.00,714440.00,,,,1
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,USE7D2300024,"3,327",23.8,173061521.00,18616.00,5085706.00,67.00,53668901.00,343308.00,143900.00,22419288.00,239225982.00,53205932.00,11.00,2.00,1.00,2.00,680.00,2.00,23293442.00,2938.00,958109.00,604065.00,,0
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,8/18/2023,USUG12301903,"3,332",23.8,1598680.00,45.00,1624.00,,,,,,,,,,,,,,153520210.00,28829.00,,,,0
Moon,Donda,Kanye West,8/29/2021,USUM72116291,"3,329",23.8,300082779.00,103366.00,12996384.00,65.00,26665548.00,457381.00,35728.00,30439067.00,259653952.00,20581.00,25.00,634.00,2.00,5.00,3899.00,10.00,2857813.00,4005.00,,427988.00,,0
Notion,Futureproof,The Rare Occasions,08-05-2016,USHM21617726,"3,325",23.8,597718233.00,172980.00,21596820.00,76.00,152225528.00,2379610.00,427031.00,256949531.00,1985146213.00,,11.00,432.00,57.00,11.00,24591.00,6.00,6377646.00,15398.00,23761659.00,3504438.00,,0
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,8/13/2021,USRC12102450,"3,333",23.8,142075177.00,43680.00,10012685.00,58.00,38137678.00,322681.00,71600.00,3411107.00,38844483.00,107261011.00,81.00,120200.00,,24.00,772263.00,52.00,127324521.00,38794.00,,1964096.00,,0
Outskirts,Outskirts,Sam Hunt,03-10-2023,USUM72302885,"3,334",23.8,66067682.00,7457.00,9164334.00,65.00,7470172.00,52452.00,411.00,219581.00,2892289.00,,24.00,141315.00,68.00,5.00,879876.00,12.00,35832045.00,2449.00,341717.00,241991.00,,0
X,X,Nicky Jam,2/22/2018,USSD11800024,"3,319",23.8,981323727.00,120261.00,29116272.00,73.00,87459823.00,548954.00,55663.00,50590230.00,371899059.00,1571205.00,110.00,38418.00,341.00,78.00,1105005.00,52.00,162612776.00,42457.00,851609.00,13561186.00,,0
Old Days,Old Days,Lil Durk,2/23/2024,USQX92400663,"3,337",23.8,9682984.00,3542.00,6763625.00,,14270016.00,247623.00,,,,837599197.00,14.00,176.00,43.00,12.00,159423.00,18.00,4898992.00,867.00,2295111.00,96017.00,,1
boyfriend (with Social House),boyfriend,Ariana Grande,08-02-2019,USUG11902591,"3,324",23.8,809537829.00,72598.00,26362809.00,71.00,372025118.00,5569680.00,193998.00,65714726.00,449615555.00,205238924.00,60.00,4004.00,,24.00,199614.00,15.00,54140317.00,23831.00,,2626276.00,,1
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,5/30/2024,CA5KR2463646,"3,440",23.7,51035638.00,,,,,,,,,,,,,,,,,,,,,0
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,10-04-2019,USWB11902408,"3,364",23.7,1060667446.00,170.00,110712.00,15.00,,,1100000.00,42020635.00,381934707.00,,124.00,259442.00,,49.00,158029.00,6.00,214049080.00,134289.00,,3466968.00,,0
As the World Caves In,As the World Caves In,Sarah Cothran,06-10-2021,QZHNB2115936,"3,358",23.7,285568439.00,67189.00,16107840.00,65.00,161956855.00,3891055.00,312854.00,290498191.00,1818254854.00,4255620.00,13.00,781.00,,2.00,5068.00,,3182107.00,8075.00,,2220692.00,,0
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,1/28/2022,USA2P2201542,"3,362",23.7,94677649.00,9726.00,5274940.00,58.00,380478131.00,958443.00,28439.00,2397842.00,39716201.00,37578282.00,8.00,3860.00,17.00,1.00,4460.00,9.00,13220770.00,2256.00,,405976.00,,0
Neverender,Neverender,Justice,4/25/2024,FR8EU2300010,"3,359",23.7,18919068.00,4186.00,20278718.00,74.00,1025503.00,18910.00,,,,,24.00,2928.00,10.00,28.00,2030635.00,107.00,340402.00,128.00,,73614.00,,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,USRC12203634,"3,351",23.7,64851689.00,10684.00,6385271.00,57.00,26844412.00,215475.00,56800.00,9759230.00,127114832.00,5768557.00,52.00,125036.00,1319.00,14.00,226409.00,26.00,27917367.00,3645.00,,1254913.00,,1
Sunshine,Sunshine,Tyga,08-12-2022,USUYG1436663,"3,363",23.7,85785871.00,28868.00,3335711.00,60.00,12121852.00,157411.00,813.00,171609.00,2095787.00,,9.00,172982.00,894.00,5.00,45439.00,16.00,23149476.00,2410.00,,1018403.00,,1
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,03-03-2017,USUM71702120,"3,347",23.7,426104353.00,47827.00,17515452.00,68.00,1075650402.00,4140985.00,7160.00,2166168.00,19811260.00,169913135.00,50.00,2239.00,,16.00,100201.00,20.00,60221325.00,16680.00,,1316950.00,,1
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,DGA0Q2317094,"3,360",23.7,56695409.00,4559.00,4098516.00,68.00,63800824.00,219647.00,,,,289637676.00,3.00,1643.00,,2.00,1581911.00,,,,,239217.00,,0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,05-05-2023,USUM72306548,"3,343",23.7,70418045.00,19968.00,17088080.00,60.00,39812848.00,590392.00,292327.00,95802273.00,767711351.00,82291.00,13.00,6994.00,2355.00,4.00,45507.00,,18424276.00,9562.00,,519634.00,,1
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,02-10-2017,USUM71700560,"3,354",23.7,571538542.00,59626.00,15052991.00,64.00,798537539.00,5042041.00,25893.00,15112958.00,68206300.00,195190281.00,100.00,84986.00,15.00,48.00,173715.00,24.00,58782918.00,33474.00,,8340225.00,,0
Afterglow,#NAME?,Ed Sheeran,01-01-2020,GBAHS2001193,"3,345",23.7,461495506.00,64344.00,35844454.00,63.00,183828202.00,2212191.00,224600.00,65566122.00,574322224.00,8907151.00,150.00,231033.00,81.00,51.00,659475.00,37.00,20459070.00,7837.00,,4121636.00,,0
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,5/22/2024,FRX762464095,"3,355",23.7,4177077.00,267.00,3686411.00,63.00,10927692.00,75044.00,,,,,3.00,696.00,,2.00,1567756.00,,101.00,,,53530.00,,0
Mr. Brightside,Hot Fuss,The Killers,01-01-2004,USIR20400274,"3,346",23.7,2174022106.00,326294.00,118562432.00,81.00,183968852.00,1687112.00,95566.00,41707356.00,294739225.00,3411865.00,293.00,210197.00,217.00,117.00,1001045.00,51.00,782100080.00,350688.00,,8538303.00,,0
Promiscuous,Loose (Japan Version),Nelly Furtado,01-01-2006,USUM70603473,"3,348",23.7,1194124781.00,235618.00,114628125.00,78.00,810297837.00,4900990.00,1041808.00,255818121.00,1795501997.00,1078272185.00,164.00,74370.00,337.00,54.00,595457.00,52.00,483978772.00,318408.00,6774273.00,6254052.00,,0
Black Swan,Black Swan,BTS,1/17/2020,QM4TW2013921,"3,342",23.7,459923962.00,28314.00,17354782.00,64.00,603350721.00,14962059.00,358089.00,106610222.00,535835122.00,128964343.00,23.00,1.00,1.00,9.00,255382.00,8.00,2581189.00,10811.00,,1357648.00,,0
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/2022,USA2P2146867,"3,352",23.7,210513394.00,16039.00,9403249.00,67.00,270821476.00,4018096.00,168012.00,137124191.00,797795448.00,200554634.00,11.00,2036.00,6.00,5.00,41405.00,16.00,830831.00,761.00,,432666.00,,0
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,USRC12203917,"3,361",23.7,320296093.00,42685.00,19725874.00,76.00,27153913.00,493000.00,5300.00,4801108.00,38533990.00,,14.00,1032.00,14.00,17.00,284750.00,2.00,1803985.00,1625.00,3922370.00,343605.00,,0
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,05-08-2024,INUM72400400,"3,349",23.7,1315948.00,67.00,879894.00,60.00,19302655.00,252094.00,,,,,,,,,,3.00,,,,7198.00,,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/2011,USAT21102233,"3,344",23.7,1431126152.00,79665.00,12101555.00,65.00,192872269.00,1066231.00,52477.00,533633.00,1195592.00,,26.00,39051.00,,4.00,32298.00,,522661125.00,1107079.00,,8841027.00,,0
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,7/24/2020,INA1I2000881,"3,357",23.7,22148259.00,2293.00,380137.00,56.00,772008576.00,3498265.00,2543.00,40007.00,477115.00,,,,,,,,,,,71475.00,,0
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/2023,BKLVW2300013,"3,341",23.7,52754470.00,6540.00,6242659.00,,70458259.00,761575.00,,143.00,2495.00,582924880.00,1.00,33.00,,11.00,335654.00,9.00,267.00,,,98302.00,,0
Spongebob,Spongebob,Dante9k,1/28/2020,QZFYZ2047242,"3,356",23.7,902103.00,800.00,74253.00,,,,6100000.00,3607884570.00,33359398879.00,,,9.00,43.00,,,,14108.00,,,,,0
The Thrill,The Thrill,Wiz Khalifa,11-11-2020,USA2P2033760,"3,350",23.7,362756358.00,123477.00,16148100.00,72.00,28737121.00,359092.00,125196.00,39650616.00,374299600.00,,13.00,1160.00,,4.00,1227.00,7.00,21129445.00,7524.00,,579324.00,,1
Yana Yana,Yana Yana,Semicenk,02-03-2023,DGA082298936,"3,353",23.7,141236846.00,15605.00,2248819.00,65.00,167722502.00,502467.00,47407.00,2261769.00,60945277.00,7986595.00,7.00,7925.00,,1.00,1566667.00,,,,,275879.00,,0
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/2023,USSM12305014,"3,366",23.6,90921914.00,34656.00,5338264.00,64.00,4568866.00,49813.00,1115.00,253737.00,1606512.00,,3.00,162.00,,3.00,1435.00,10.00,215446.00,247.00,,81523.00,,1
What is Love,What Is Love,TWICE,04-09-2018,US5TA1800038,"3,365",23.6,442941122.00,37463.00,7860589.00,67.00,885861488.00,8213650.00,477246.00,138993009.00,995480226.00,50891052.00,21.00,2538.00,14.00,2.00,33570.00,,,,,702566.00,,0
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,5/22/2024,ITUM72400671,"3,376",23.6,16883730.00,865.00,9889978.00,69.00,5016567.00,51272.00,,,,,19.00,1580.00,,1.00,677370.00,24.00,5.00,,,84620.00,,1
Pieces,Pieces,Danilo Stankovic,9/17/2020,QZAKB2006575,"3,367",23.6,5467217.00,2314.00,485008.00,39.00,283023.00,6614.00,5119677.00,2672313847.00,28032695489.00,424623.00,3.00,18.00,,,,9.00,,,,167985.00,,0
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/2023,BRUM72300667,"3,387",23.6,74934765.00,4740.00,12977480.00,,78522265.00,428766.00,1463.00,57816.00,1292457.00,347089830.00,8.00,86.00,,22.00,1917238.00,3.00,1843.00,,,37487.00,,0
Glue Song,Glue Song - Single,beabadoobee,2/15/2023,GBK3W2302568,"3,379",23.6,209167955.00,35685.00,21027013.00,73.00,35239823.00,777957.00,149730.00,51782327.00,275970237.00,4638734.00,31.00,6565.00,877.00,5.00,20043.00,35.00,294510.00,1313.00,,186915.00,,0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/2023,QM4TX2337349,"3,370",23.6,126698724.00,18316.00,17687961.00,70.00,59317671.00,717944.00,5548.00,10658836.00,102518739.00,,1.00,1.00,,,,5.00,,,7853963.00,456679.00,,1
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,GBUM72205420,"3,386",23.6,146921991.00,18446.00,17280612.00,61.00,37582359.00,438887.00,17397.00,15319975.00,351979940.00,405838581.00,52.00,117393.00,63.00,22.00,522491.00,28.00,803647.00,663.00,239714.00,813738.00,,0
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,5/19/2017,USLD91702518,"3,377",23.6,82539441.00,6224.00,1056938.00,45.00,622214179.00,7775615.00,4511709.00,30197076.00,137325098.00,146516351.00,2.00,6.00,,,,,11277667.00,109738.00,,250574.00,,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,8/29/2023,DGA072377012,"3,378",23.6,43756807.00,6019.00,1678608.00,61.00,122496150.00,488640.00,,13562600.00,143782439.00,34456773.00,10.00,1347.00,,,,,,,,90968.00,,0
Distraction,Distraction,Polo G,06-03-2022,USSM12204451,"3,383",23.6,103549505.00,45954.00,8112561.00,55.00,40937892.00,673845.00,10162.00,2101769.00,21878255.00,513324738.00,22.00,3795.00,35.00,7.00,73406.00,8.00,6567553.00,1983.00,13099010.00,177908.00,,1
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,KSA002300017,"3,372",23.6,218831350.00,14013.00,18896639.00,60.00,144395167.00,,236412.00,100972780.00,595970672.00,6017263.00,9.00,5595.00,32.00,7.00,478895.00,12.00,1673206.00,594.00,,322685.00,,0
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/2023,USUM72222551,"3,369",23.6,114323355.00,16398.00,4576843.00,64.00,97148590.00,542833.00,388748.00,27314002.00,322572081.00,,10.00,1999.00,12.00,4.00,117154.00,,9369281.00,697.00,,352127.00,,0
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,3/29/2024,USUM72403387,"3,368",23.6,8635035.00,1798.00,5447625.00,,10028217.00,114938.00,,,,4441624.00,13.00,3.00,103.00,3.00,1339895.00,18.00,8250159.00,1410.00,1167515.00,119242.00,,1
back to the moon,a Gift & a Curse,Gunna,6/16/2023,USAT22306571,"3,373",23.6,65374827.00,33151.00,5818874.00,63.00,30059409.00,305484.00,8010.00,1144996.00,11013533.00,161795530.00,28.00,206.00,5.00,2.00,71278.00,6.00,2576261.00,1393.00,,203363.00,,1
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/2015,USJMT1500001,"3,374",23.6,1134470968.00,131102.00,42604016.00,72.00,571589993.00,3107613.00,,2626.00,5272.00,226680849.00,93.00,44682.00,13.00,90.00,481520.00,13.00,222350639.00,113223.00,,8909457.00,,0
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,USJ5G1815012,"3,388",23.6,743015700.00,133098.00,31345611.00,77.00,177148832.00,2616878.00,199978.00,173568712.00,1004422009.00,330.00,14.00,647.00,250.00,,,29.00,4304887.00,16043.00,12250564.00,1821714.00,,0
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,03-03-2023,USKRS2374406,"3,371",23.6,53305.00,79.00,1893.00,8.00,260221988.00,675745.00,2.00,91.00,3074.00,,,13.00,,,,,911.00,,,,,0
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066843,"3,384",23.6,391087418.00,53386.00,13266439.00,66.00,367082304.00,2697123.00,6576.00,12303446.00,88351589.00,3881.00,16.00,10.00,,23.00,26018.00,2.00,19231071.00,3418.00,,897314.00,,1
Little Things,Little Things,Jorja Smith,05-11-2023,QM4TX2344810,"3,380",23.6,46615691.00,29693.00,4972570.00,54.00,6255853.00,83064.00,250198.00,50398483.00,758814572.00,55794.00,44.00,15021.00,11.00,10.00,48863.00,12.00,380027.00,222.00,985463.00,591008.00,,0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,QM24S2006908,"3,382",23.6,390893607.00,109900.00,16744963.00,66.00,94620680.00,974740.00,29802.00,58116176.00,368523039.00,1642953.00,32.00,1122.00,6.00,3.00,8243.00,6.00,12496672.00,4523.00,3841582.00,927120.00,,1
Mil Preguntas,Mil Preguntas,Q' Lokura,04-11-2024,QM6MZ2414114,"3,385",23.6,11700613.00,954.00,5000862.00,67.00,27516261.00,109140.00,,,,,1.00,88.00,,6.00,287421.00,,,,,15738.00,,0
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,,05-02-2024,MX2832415361,"3,381",23.6,,,,,,,,,,,,,,,,,,,,1606561.00,,0
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,10/19/2018,USUM71903117,"3,375",23.6,625999943.00,100418.00,27719646.00,73.00,,,356553.00,51219101.00,415561032.00,,50.00,508.00,18.00,16.00,107447.00,7.00,123803373.00,45985.00,28120837.00,3138768.00,,1
Ball If I Want To,Ball If I Want To,DaBaby,6/18/2021,USUM72109804,"3,418",23.5,216934691.00,65171.00,14450198.00,60.00,70627607.00,1101053.00,245749.00,133687791.00,1016363322.00,41724867.00,33.00,8865.00,94.00,15.00,117489.00,12.00,46773968.00,16072.00,8702695.00,603507.00,,1
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/2020,USUM72000367,"3,394",23.5,188774618.00,39746.00,10892506.00,63.00,175882087.00,1473683.00,110353.00,13089939.00,91057232.00,23752121.00,19.00,83735.00,69.00,6.00,13858.00,8.00,114657478.00,67868.00,22199120.00,,,1
As It Was,As It Was (Official Video),Harry Styles,3/31/2022,USSM22200594,"3,410",23.5,3299082422.00,1.00,1.00,,,,,,,,,,,,,,,,,,,0
dangerous,dangerous,21 Savage,01-10-2024,USSM12309167,"3,407",23.5,47098347.00,15845.00,17899427.00,,1767046.00,28517.00,,,,,7.00,198.00,,3.00,32708.00,12.00,1307483.00,186.00,,85831.00,,1
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214887,"3,398",23.5,348372811.00,52893.00,6523487.00,69.00,106600063.00,684118.00,25900.00,16462263.00,154007395.00,99252847.00,12.00,1956.00,,,,,8024673.00,1451.00,,400999.00,,0
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,6/14/2018,USHM21860309,"3,395",23.5,,1.00,45.00,,1295405860.00,9977052.00,,,,147328763.00,,,,,,,,,,,,0
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,06-01-2023,TCJPW2320943,"3,414",23.5,1621055370.00,1.00,48.00,,,,,,,,,,,,,,,,,,,1
Bellaquita,Bellaquita,Dalex,09-06-2019,QM9WM1900144,"3,396",23.5,207093355.00,33813.00,5671029.00,55.00,683691095.00,3379761.00,333046.00,52979754.00,534205330.00,5645399.00,17.00,2393.00,12.00,2.00,2945.00,6.00,15446689.00,6361.00,,361062.00,,1
Limbo,Prestige,Daddy Yankee,01-01-2012,USNPD1200128,"3,400",23.5,508914869.00,86239.00,25204530.00,70.00,1529347092.00,6057759.00,55811.00,8937199.00,73318392.00,341710178.00,48.00,12567.00,67.00,39.00,272601.00,36.00,200834379.00,158798.00,330708.00,5615561.00,,0
Ah-Bop,Ah-Bop,Gene Ess,10-07-2022,USDY42287367,"3,390",23.5,,1.00,30.00,,359775065.00,320202.00,,,,,,1.00,,,,,,,,,,0
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2/14/2024,MXB952400003,"3,416",23.5,18946480.00,863.00,5681798.00,,48584653.00,212355.00,,,,140462131.00,1.00,2842.00,84.00,,,6.00,3210010.00,989.00,,124485.00,,0
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,03-08-2023,INH102303862,"3,417",23.5,40358575.00,1358.00,1211901.00,55.00,244162762.00,1098125.00,,,,1573017.00,3.00,8.00,,,,6.00,,,,34515.00,,0
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,CAW112100716,"3,408",23.5,216252006.00,55274.00,8810602.00,70.00,164171809.00,2843492.00,1195.00,345600.00,3837839.00,90730940.00,13.00,7264.00,14.00,5.00,6002.00,13.00,2183502.00,4605.00,,565511.00,,1
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,GBAYE2200465,"3,391",23.5,197096592.00,36980.00,10871819.00,62.00,33253817.00,624663.00,44998.00,23983331.00,327222300.00,363746.00,14.00,14389.00,33.00,14.00,355332.00,20.00,2541495.00,973.00,,509357.00,,1
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,01-01-2010,USLF21000041,"3,402",23.5,841183589.00,178587.00,102898525.00,76.00,485860020.00,3227301.00,27671.00,7733399.00,64589027.00,188887432.00,112.00,2137.00,351.00,46.00,508592.00,18.00,793976863.00,382226.00,1444503.00,6644459.00,,0
DIE,KMT,Gazo,07-01-2022,FR9W12215357,"3,393",23.5,168211673.00,38142.00,4366481.00,62.00,112307349.00,619364.00,380000.00,66718830.00,687903274.00,,40.00,10122.00,,19.00,581012.00,13.00,2128.00,,,874725.00,,1
You and Me,Leo,Shubh,01-05-2024,QMFMG2357542,"3,406",23.5,52919662.00,3838.00,3967859.00,67.00,58026963.00,716085.00,,,,29757537.00,11.00,113.00,,2.00,5934.00,5.00,22851.00,,,161254.00,,0
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,04-05-2024,USRC12400865,"3,415",23.5,32679509.00,4502.00,36934463.00,,5253434.00,136619.00,,,,446313.00,34.00,1802.00,30.00,23.00,1118319.00,33.00,4267828.00,549.00,,83997.00,,0
